Down,Yards,QB,QB Sacks,QB Years,QB Height,QB Weight,QB Fumbles,QB Rush Att,QB Passer Rating,Receiver ID,Receiver Pos,Receiver Years,Receiver Height,Receiver Weight,Team,Intercepted,Success
1,10,A.Dalton,31,5,74,216,5,58,108.8,614,WR,5,76,207,CIN,0,0
2,10,A.Dalton,31,5,74,216,5,58,108.8,611,RB,3,69,205,CIN,0,1
2,10,A.Dalton,31,5,74,216,5,58,108.8,617,TE,3,78,250,CIN,0,1
1,10,J.Manziel,52,2,72,210,6,38,79.4,344,TE,8,78,250,CLE,0,0
2,10,J.Manziel,52,2,72,210,6,38,79.4,346,WR,2,68,167,CLE,0,0
3,10,J.Manziel,52,2,72,210,6,38,79.4,1343,WR,9,74,222,CLE,0,0
3,6,A.Dalton,31,5,74,216,5,58,108.8,617,TE,3,78,250,CIN,0,1
2,11,A.Dalton,31,5,74,216,5,58,108.8,616,WR,4,74,210,CIN,0,1
1,10,J.Manziel,52,2,72,210,6,38,79.4,1343,WR,9,74,222,CLE,0,1
2,10,J.Manziel,52,2,72,210,6,38,79.4,344,TE,8,78,250,CLE,0,0
3,10,J.Manziel,52,2,72,210,6,38,79.4,346,WR,2,68,167,CLE,0,0
4,10,J.Manziel,52,2,72,210,6,38,79.4,1343,WR,9,74,222,CLE,0,1
1,10,J.Manziel,52,2,72,210,6,38,79.4,1343,WR,9,74,222,CLE,0,0
4,12,J.Manziel,52,2,72,210,6,38,79.4,349,WR,4,70,175,CLE,0,0
1,10,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
3,9,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,837,TE,4,77,250,MIN,0,1
2,10,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,0
3,2,T.Bridgewater,45,2,74,215,7,44,90.9,842,WR,3,74,217,MIN,0,0
1,10,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,0
2,10,N.Foles,18,4,78,243,4,17,70,1225,WR,4,75,218,STL,0,0
3,10,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,0
2,4,T.Bridgewater,45,2,74,215,7,44,90.9,842,WR,3,74,217,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,834,RB,9,73,220,MIN,0,1
2,1,T.Bridgewater,45,2,74,215,7,44,90.9,840,TE,5,78,265,MIN,0,1
1,5,T.Bridgewater,45,2,74,215,7,44,90.9,1306,TE,0,74,258,MIN,0,1
2,11,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,1
3,6,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
3,5,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,835,RB,2,69,205,MIN,0,1
2,8,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
3,3,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,0
3,5,T.Bridgewater,45,2,74,215,7,44,90.9,841,WR,4,70,191,MIN,0,0
2,8,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,926,RB,2,68,207,STL,0,1
3,13,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,0
3,6,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,0
3,2,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,1
3,4,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,0
2,8,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,0
3,8,T.Bridgewater,45,2,74,215,7,44,90.9,839,WR,7,72,205,MIN,0,1
1,10,N.Foles,18,4,78,243,4,17,70,110,TE,5,75,250,STL,0,1
2,10,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
3,10,N.Foles,18,4,78,243,4,17,70,1331,WR,0,70,196,STL,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,840,TE,5,78,265,MIN,0,1
1,10,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,1,0
2,6,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
2,11,T.Bridgewater,45,2,74,215,7,44,90.9,835,RB,2,69,205,MIN,0,1
2,8,N.Foles,18,4,78,243,4,17,70,110,TE,5,75,250,STL,0,1
3,3,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
2,8,T.Bridgewater,45,2,74,215,7,44,90.9,1178,WR,0,72,191,MIN,0,1
2,8,T.Bridgewater,45,2,74,215,7,44,90.9,837,TE,4,77,250,MIN,0,0
3,8,T.Bridgewater,45,2,74,215,7,44,90.9,1306,TE,0,74,258,MIN,0,1
3,18,T.Bridgewater,45,2,74,215,7,44,90.9,1306,TE,0,74,258,MIN,0,0
2,8,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
3,7,N.Foles,18,4,78,243,4,17,70,1225,WR,4,75,218,STL,0,1
2,16,T.Bridgewater,45,2,74,215,7,44,90.9,835,RB,2,69,205,MIN,0,1
2,7,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,0
2,7,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
3,3,N.Foles,18,4,78,243,4,17,70,1048,RB,0,73,227,STL,0,0
1,10,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,1
2,1,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
2,10,N.Foles,18,4,78,243,4,17,70,109,WR,7,75,223,STL,0,0
2,20,N.Foles,18,4,78,243,4,17,70,111,TE,7,77,254,STL,0,1
3,10,N.Foles,18,4,78,243,4,17,70,1225,WR,4,75,218,STL,0,0
2,16,N.Foles,18,4,78,243,4,17,70,105,WR,3,68,176,STL,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
3,2,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,184,RB,8,70,235,CAR,0,0
3,6,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
1,15,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
3,12,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
2,1,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
2,22,C.Newton,33,5,77,245,5,132,105.9,189,TE,6,76,255,CAR,0,1
3,16,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
1,18,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,190,WR,0,76,225,CAR,0,1
2,7,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
2,11,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
3,11,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
2,12,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,1
2,7,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,81,RB,3,71,234,GB,0,0
2,11,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,0
3,11,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
2,7,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,0
3,7,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,0
3,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,18,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
2,4,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
2,8,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
3,8,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,190,WR,0,76,225,CAR,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,187,WR,2,71,185,CAR,0,1
3,2,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
2,2,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
3,2,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,189,TE,6,76,255,CAR,0,0
3,9,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
3,14,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,0,1
2,6,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,0
1,10,C.Newton,33,5,77,245,5,132,105.9,184,RB,8,70,235,CAR,0,1
2,8,C.Newton,33,5,77,245,5,132,105.9,188,WR,12,73,205,CAR,0,0
3,8,C.Newton,33,5,77,245,5,132,105.9,190,WR,0,76,225,CAR,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,0
3,10,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
2,3,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
2,17,C.Newton,33,5,77,245,5,132,105.9,191,TE,9,77,253,CAR,0,1
3,5,C.Newton,33,5,77,245,5,132,105.9,190,WR,0,76,225,CAR,0,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,10,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,0
1,20,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,1
2,14,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
3,14,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,0
4,14,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,0,1
1,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
1,3,A.Rodgers,47,11,74,225,8,58,93.3,79,TE,2,76,257,GB,0,1
1,10,C.Newton,33,5,77,245,5,132,105.9,192,WR,9,71,185,CAR,1,0
2,5,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,0
3,5,A.Rodgers,47,11,74,225,8,58,93.3,84,WR,2,73,215,GB,0,0
4,5,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,1
1,9,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
2,9,A.Rodgers,47,11,74,225,8,58,93.3,83,WR,5,70,192,GB,0,0
4,4,A.Rodgers,47,11,74,225,8,58,93.3,82,WR,9,73,208,GB,1,0
1,10,A.Rodgers,47,11,74,225,8,58,93.3,80,RB,6,74,218,GB,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,6,TE,8,79,260,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,0
2,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
3,2,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,0
4,2,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
3,5,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
1,8,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,21,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
3,6,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,1,0
1,10,T.Brady,38,16,76,225,6,34,103.8,6,TE,8,79,260,NE,0,0
2,10,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,1
3,7,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,1
2,6,K.Cousins,27,4,75,202,8,26,104.6,218,TE,3,76,241,WAS,0,0
3,6,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,0
1,10,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
2,8,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,0
3,8,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,1
2,8,T.Brady,38,16,76,225,6,34,103.8,6,TE,8,79,260,NE,0,0
3,8,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,1,0
2,8,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,0
3,8,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
2,9,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,1
4,11,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,0
2,4,T.Brady,38,16,76,225,6,34,103.8,10,TE,2,78,304,NE,0,0
2,9,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,7,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,0
2,11,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,0
3,11,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
2,7,K.Cousins,27,4,75,202,8,26,104.6,218,TE,3,76,241,WAS,0,0
3,7,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,209,RB,0,73,231,WAS,0,1
2,8,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
2,13,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,0
3,13,K.Cousins,27,4,75,202,8,26,104.6,217,WR,6,71,187,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,209,RB,0,73,231,WAS,0,0
3,9,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,209,RB,0,73,231,WAS,0,1
2,8,T.Brady,38,16,76,225,6,34,103.8,2,WR,7,70,200,NE,0,1
2,7,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,1
1,5,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,0
2,9,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,0
3,13,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,20,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,0
2,20,T.Brady,38,16,76,225,6,34,103.8,1,RB,4,68,195,NE,0,1
3,6,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,0
1,10,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,1
2,7,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,0
3,7,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,0
2,10,T.Brady,38,16,76,225,6,34,103.8,5,WR,7,71,190,NE,0,1
3,10,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
3,8,T.Brady,38,16,76,225,6,34,103.8,4,TE,6,78,265,NE,0,1
1,20,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,0
3,8,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,1
2,1,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,0
3,11,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,212,RB,2,68,193,WAS,0,0
2,10,K.Cousins,27,4,75,202,8,26,104.6,212,RB,2,68,193,WAS,0,0
3,10,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,1
3,4,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
1,10,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,0
2,10,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,1
2,9,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,1
2,10,T.Brady,38,16,76,225,6,34,103.8,1297,WR,6,75,210,NE,0,0
3,10,T.Brady,38,16,76,225,6,34,103.8,3,RB,4,71,220,NE,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,0
2,10,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,1
3,8,K.Cousins,27,4,75,202,8,26,104.6,212,RB,2,68,193,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,217,WR,6,71,187,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,1350,WR,8,70,178,WAS,0,1
2,6,K.Cousins,27,4,75,202,8,26,104.6,210,WR,0,68,185,WAS,0,0
3,6,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,1
1,10,K.Cousins,27,4,75,202,8,26,104.6,212,RB,2,68,193,WAS,0,1
1,6,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,0
1,3,K.Cousins,27,4,75,202,8,26,104.6,213,WR,8,72,216,WAS,0,0
2,3,K.Cousins,27,4,75,202,8,26,104.6,216,TE,3,74,237,WAS,0,1
3,3,M.Mariota,54,0,76,222,10,34,93.9,668,RB,6,68,170,TEN,0,0
3,6,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
1,20,D.Brees,32,15,72,209,5,24,102.4,458,WR,1,78,225,NO,0,1
2,7,D.Brees,32,15,72,209,5,24,102.4,952,TE,3,77,250,NO,0,1
2,11,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,0
3,11,M.Mariota,54,0,76,222,10,34,93.9,1073,RB,2,70,225,TEN,0,0
2,1,M.Mariota,54,0,76,222,10,34,93.9,903,TE,8,75,263,TEN,0,0
2,7,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,0
3,7,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,0
3,8,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,675,TE,10,76,255,TEN,0,1
3,6,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,1
2,9,D.Brees,32,15,72,209,5,24,102.4,458,WR,1,78,225,NO,0,0
3,9,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,1,0
1,10,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
2,9,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
2,14,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,1073,RB,2,70,225,TEN,0,1
2,8,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,1
1,2,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,1
2,7,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,0
3,7,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
3,2,M.Mariota,54,0,76,222,10,34,93.9,668,RB,6,68,170,TEN,0,0
3,6,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
2,6,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
2,16,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
3,6,D.Brees,32,15,72,209,5,24,102.4,951,RB,6,71,200,NO,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,668,RB,6,68,170,TEN,0,1
2,3,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,0
3,3,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,674,WR,8,72,183,TEN,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,668,RB,6,68,170,TEN,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,671,WR,3,76,203,TEN,0,1
2,6,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,1
2,9,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,1
2,8,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,0
3,8,M.Mariota,54,0,76,222,10,34,93.9,903,TE,8,75,263,TEN,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,952,TE,3,77,250,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,458,WR,1,78,225,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
2,21,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,1,0
1,10,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,0
3,8,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,0
1,10,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
2,15,D.Brees,32,15,72,209,5,24,102.4,456,TE,12,75,255,NO,0,1
3,5,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
2,6,D.Brees,32,15,72,209,5,24,102.4,1201,TE,6,76,265,NO,0,0
3,6,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,0
2,10,D.Brees,32,15,72,209,5,24,102.4,453,RB,5,69,215,NO,0,1
2,1,D.Brees,32,15,72,209,5,24,102.4,1201,TE,6,76,265,NO,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,674,WR,8,72,183,TEN,0,1
2,11,M.Mariota,54,0,76,222,10,34,93.9,674,WR,8,72,183,TEN,0,1
2,11,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,1
3,6,M.Mariota,54,0,76,222,10,34,93.9,674,WR,8,72,183,TEN,0,1
2,8,M.Mariota,54,0,76,222,10,34,93.9,671,WR,3,76,203,TEN,0,1
1,10,D.Brees,32,15,72,209,5,24,102.4,1201,TE,6,76,265,NO,0,0
2,10,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
1,20,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,1
3,25,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,675,TE,10,76,255,TEN,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,1
2,8,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,1
3,7,M.Mariota,54,0,76,222,10,34,93.9,672,TE,10,72,248,TEN,0,0
1,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,0
2,10,D.Brees,32,15,72,209,5,24,102.4,455,WR,1,71,195,NO,0,1
2,18,D.Brees,32,15,72,209,5,24,102.4,451,WR,2,70,189,NO,0,0
3,18,D.Brees,32,15,72,209,5,24,102.4,457,WR,10,76,225,NO,0,1
1,10,M.Mariota,54,0,76,222,10,34,93.9,671,WR,3,76,203,TEN,0,0
2,10,M.Mariota,54,0,76,222,10,34,93.9,671,WR,3,76,203,TEN,0,1
3,5,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,0
1,10,M.Mariota,54,0,76,222,10,34,93.9,902,WR,0,77,237,TEN,0,1
